Principio activo;Aptitud;Cultivos;Residuos (mg /Kg);Post Cosecha
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Durazno;10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Cítricos en general;10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Haba;10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Manzana;0.1;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Papa;10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Pera;0.1;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Poroto (grano consumo);10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Tomate;10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Uva (de mesa);10;
SULFATO CUPRICO PENTAHIDRATADO;(Fungicida)  ;Florales y ornamentales;Exento;
SULFATO DE AMONIO;(Coadyuvante);;Exento;
SULFATO DE ESTREPTOMICINA;(Antibiótico);;Exento;
SULFATO DE GENTAMICINA;(Antibiótico);Endivia;0.01;
SULFATO DE GENTAMICINA;(Antibiótico);Radiccio;0.01;
SULFATO NEUTRO DE OXIQUINOL;(Desinfección de suelo -  Presiembra - Postsiembra);;Exento;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Apio;10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Cítricos en general;10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Durazno;10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Papa;10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Poroto (grano consumo);10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Haba;10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Arveja (grano consumo);10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Uva (de mesa);10;
SULFATO TETRACUPICO TRICALCICO;(Fungicida)  ;Tomate;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Almendra;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Apio;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Arveja (grano consumo);10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Cereza;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Ciruela;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Cítricos en general;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Durazno;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Haba;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Manzana;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Nectarín / Pelón;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Papa;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Pera;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Pimiento;10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Poroto (grano consumo);10;
SULFATO TRIBÁSICO DE COBRE;(Fungicida)  ;Uva (de mesa);10;
SULFENTRAZONE;(Herbicida);Garbanzo (Grano consumo);Exento;
SULFENTRAZONE;(Herbicida);Girasol (Grano consumo);0.025;
SULFENTRAZONE;(Herbicida);Maní (sin cáscara);0.1;
SULFENTRAZONE;(Herbicida);Soja (grano consumo);0.05;
SULFENTRAZONE;(Herbicida);Caña de azúcar (tallo fresco);0.03;
SULFENTRAZONE;(Herbicida);Barbecho químico ;Exento;
SULFENTRAZONE;(Herbicida);Tabaco ;Exento;
SULFLURAMIDA;(Hormiguicida);;Exento;
SULFOMETURÓN METIL;(Herbicida);Barbecho químico y preS! de Soja;Exento;
SULFOXAFLOR;(Insecticida);Durazno;0.4;
SULFOXAFLOR;(Insecticida);Manzana;0.4;
SULFOXAFLOR;(Insecticida);Nectarín;0.4;
SULFOXAFLOR;(Insecticida);Pera;0.4;
SULFOXAFLOR;(Insecticida);Soja (Grano consumo);0.2;
SULFOXAFLOR;(Insecticida);Soja (Aceite);0.2;
SULFOXAFLOR;(Insecticida);Trigo (Grano consumo);0.08;
SULFOXAFLOR;(Insecticida);Trigo (Heno);2;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Acelga;8;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Ajo (consumo);0.03;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Alcaucil;0.2;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Apio;8;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Arándano;0.1;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Avena (grano consumo);0.2;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Avena (grano consumo);Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Brócoli;0.5;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Cebada (grano consumo);0.2;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Cebada (grano consumo ;Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Cebolla (consumo);0.01;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Centeno (grano consumo);0.05;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Centeno (grano consumo);Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Coliflor;0.5;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Durazno;0.5;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Endivia;0.05;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Festuca Arundinácea;Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Girasol (Grano consumo);0.2;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Granada;0.05;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Lechuga;7;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Maíz (grano consumo);0.02;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Maní (sin cáscara);0.05;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Manzana;0.1;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Melón;0.04;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Nectarín / Pelón;0.5;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Papa;0.01;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Papa;Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Pimiento;0.1;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Radiccio;0.05;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Pasturas de gramíneas (Festuca arundinácea, Dactylis glomerata, Lolium multiflorum, Phalaris canariensis, Avena sp., Agropyron sp.);Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Soja (grano consumo);0.05;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Tomate;0.1;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Trigo (grano consumo);0.2;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Trigo (grano consumo);Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Uva (de mesa);1;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Zapallito de tronco;0.04;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Zapallo;0.04;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida - Tratamiento de semillas)  ;Arroz (grano consumo);Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Fungicida)  ;Crisantemo/ Rosal/ Clavel y oranmentales;Exento;
TEBUCONAZOLE /  FENETRAZOLE;(Funguicida);Repollito de Bruselas;0.5;
TEBUFENOZIDE;(Insecticida);Algodón (aceite);0.5;
TEBUFENOZIDE;(Insecticida);Algodón (semilla consumo);0.05;
TEBUFENOZIDE;(Insecticida);Algodón (torta);0.05;
TEBUFENOZIDE;(Insecticida);Manzana;0.5;
TEBUFENOZIDE;(Insecticida);Pera;0.5;
TEBUFENOZIDE;(Insecticida);Tomate;0.5;
TEBUTIURON;(Herbicida);Caña de azúcar (tallo fresco);0.05;
TEFLUBENZURON;(Insecticida);Algodón (aceite);0.5;
TEFLUBENZURON;(Insecticida);Algodón (semilla consumo);1;
TEFLUBENZURON;(Insecticida);Manzana;1;
TEFLUBENZURON;(Insecticida);Maíz (grano consumo);0.05;
TEFLUBENZURON;(Insecticida);Maíz (forraje);1.5;
TEFLUBENZURON;(Insecticida);Soja (grano consumo);0.1;
TEFLUBENZURON;(Insecticida);Tomate;1;
TEFLUTRINA;(Insecticida);Girasol (Grano consumo);0.05;
TEFLUTRINA;(Insecticida);Maíz (grano consumo);0.05;
TEFLUTRINA;(Insecticida);Papa;0.05;
TEFLUTRINA;(Insecticida);Soja (grano consumo);0.05;
TEFLUTRINA;(Insecticida - Tratamiento de semillas);Sorgo (grano consumo);Exento;
TEFLUTRINA;(Insecticida - Tratamiento de semillas);Trigo (grano consumo);Exento;
TERBACIL;(Herbicida);Caña de azúcar (tallo fresco);0.05;
TERBACIL;(Herbicida);Durazno y cítricos en vivero;Exento;
TERBUTILAZINA;(Herbicida pre-emergente);Maíz dulce (grano consumo);0.1;
TERBUTILAZINA;(Herbicida pre-emergente);Maíz (grano consumo);0.1;
TERBUTILAZINA;(Herbicida pre-emergente);Maíz (forraje);1;
TERBUTILAZINA;(Herbicida pre-emergente);Naranja;UP;
TERBUTRINA;(Herbicida);Caña de azúcar (tallo fresco);0.05;
TERBUTRINA;(Herbicida);Trigo (forraje);0.1;
TERBUTRINA;(Herbicida);Trigo (grano consumo);0.1;
TETRACONAZOLE;(Fungicida)  ;Cebolla (consumo);0.1;
TETRACONAZOLE;(Fungicida)  ;Maní (sin cáscara);0.05;
TETRACONAZOLE;(Fungicida)  ;Papa;0.01;
TETRACONAZOLE;(Fungicida)  ;Tomate;0.1;
TETRACONAZOLE;(Fungicida)  ;Trigo (grano consumo);0.05;
TETRACONAZOLE;(Fungicida - Tratamiento de semillas);Trigo (grano consumo);Exento;
TETRACONAZOLE;(Fungicida)  ;Soja (grano consumo);0.1;
TETRADIFON;(Acaricida)  ;Alfalfa (forraje);1;
TETRADIFON;(Acaricida)  ;Cítricos en general;1.5;
TETRADIFON;(Acaricida)  ;Manzana;1.5;
TETRADIFON;(Acaricida)  ;Membrillo;1.5;
TETRADIFON;(Acaricida)  ;Pera;1.5;
TETRADIFON;(Acaricida)  ;Tréboles (forraje);1;
TETRADIFON;(Acaricida)  ;Uva (de mesa);1.5;
TETRADIFON;(Acaricida)  ;Florales y ornamentales;Exento;
THIENCARBAZONE METIL;(Herbicida);Maíz (grano consumo);0.01;
THIENCARBAZONE METIL;(Herbicida);Maní;0.01;
THIENCARBAZONE METIL;(Herbicida);Soja;0.01;
TIABENDAZOL;(Fungicida);Ajo (consumo);0.1;
TIABENDAZOL;(Fungicida);Arroz (grano consumo);0.2;
TIABENDAZOL;(Fungicida);Banana (con cáscara);3;Po
TIABENDAZOL;(Fungicida);Banana (sin cáscara);0.4;
TIABENDAZOL;(Fungicida);Cebolla (consumo);0.1;
TIABENDAZOL;(Fungicida);Cítricos en general;10;Po
TIABENDAZOL;(Fungicida - Tratamiento de semillas);Garbanzo (Grano consumo);Exento;
TIABENDAZOL;(Fungicida - Tratamiento de semillas);Maíz (grano consumo);Exento;
TIABENDAZOL;(Fungicida - Tratamiento de semillas);Maní (sin cáscara);Exento;
TIABENDAZOL;(Fungicida);Manzana;3;
TIABENDAZOL;(Fungicida);Manzana;3;Po
TIABENDAZOL;(Fungicida);Membrillo;3;Po
TIABENDAZOL;(Fungicida);Papa;5;Po
TIABENDAZOL;(Fungicida);Pera;3;Po
TIABENDAZOL;(Fungicida);Poroto (grano consumo);0.1;
TIABENDAZOL;(Fungicida);Soja (grano consumo);0.1;
TIABENDAZOL;(Fungicida - Tratamiento de semillas);Soja (grano consumo);Exento;
TIABENDAZOL;(Fungicida);Trigo (grano consumo);0.2;
TIABENDAZOL;(Fungicida);Ornamentales, Gladiolos, tulipanes, iris y narcisos;Exento;
TIABENDAZOL;(Fungicida);Céspedes;Exento;
TIACLOPRID;(Insecticida);Ciruela;0.1;
TIACLOPRID;(Insecticida);Cítricos en general;0.5;
TIACLOPRID;(Insecticida);Durazno;0.3;
TIACLOPRID;(Insecticida);Manzana;0.5;
TIACLOPRID;(Insecticida);Nectarín / Pelón;0.5;
TIACLOPRID;(Insecticida) ;Nuez;0.01;
TIACLOPRID;(Insecticida);Papa;0.02;
TIACLOPRID;(Insecticida);Pera;0.3;
TIACLOPRID;(Insecticida);Tomate;0.5;
TIADIAZURON;(Defoliante);Algodón (semilla consumo);0.05;
TIAMETOXAM;(Insecticida);Acelga;3;
TIAMETOXAM;(Insecticida);Alfalfa (forraje);2;
TIAMETOXAM;(Insecticida - Tratamiento de semillas);Alfafla ;Exento;
TIAMETOXAM;(Insecticida);Algodón (semilla consumo);0.05;
TIAMETOXAM;(Insecticida);Brócoli;1;
TIAMETOXAM;(Insecticida - Tratamiento de semillas);Avena ;Exento;
TIAMETOXAM;(Insecticida - Tratamiento de semillas);Cebada (grano consumo);Exento;
TIAMETOXAM;(Insecticida);Cebolla (consumo);0.03;
TIAMETOXAM;(Insecticida);Cítricos en general;UP;
TIAMETOXAM;(Insecticida);Coliflor;1;
TIAMETOXAM;(Insecticida);Durazno;0.05;
TIAMETOXAM;(Insecticida);Frutilla;0.3;
TIAMETOXAM;(Insecticida);Manzana;0.2;
TIAMETOXAM;(Insecticida);Olivo;0.05;
TIAMETOXAM;(Insecticida);Pera;0.2;
TIAMETOXAM;(Insecticida);Papa;0.02;
TIAMETOXAM;(Insecticida);Perejil;3;
TIAMETOXAM;(Insecticida);Poroto (grano consumo);0.01;
TIAMETOXAM;(Insecticida);Radiccio;5;
TIAMETOXAM;(Insecticida);Tabaco ;Exento;
TIAMETOXAM;(Insecticida);Soja (grano consumo);0.02;
TIAMETOXAM;(Insecticida);Tomate;0.2;
TIAMETOXAM;(Insecticida);Trigo (grano consumo);0.02;
TIAMETOXAM;(Insecticida - Tratamiento de semillas);Soja ;Exento;
TIAMETOXAM;(Insecticida - Tratamiento de semillas);Sorgo (grano consumo);Exento;
TIAMETOXAM;(Insecticida - Tratamiento de semillas);Maiz, girasol, algodón, avena, trigo;Exento;
TIAMETOXAM;(Insecticida);Pasturas consociadas (leguminosas y gramíneas);Exento;
TIAMETOXAM;(Insecticida);Limón;Exento;
TIAMETOXAM;(Insecticida);Florales y ornamentales;Exento;
TIAMETOXAM;(Insecticida);Repollito de Bruselas;1;
TIERRA DE DIATOMEAS;(Insecticida);;Exento;
TIERRA DE DIATOMEAS;(Insecticida);Granos almacenados;Exento;
TIFENSULFURON METIL;(Insecticida);;Exento;
TIODICARB;(Insecticida);Algodón (semilla consumo);0.4;
TIODICARB;(Insecticida);Girasol (Grano consumo);0.2;
TIODICARB;(Insecticida);Soja (grano consumo);0.2;
TIODICARB;(Insecticida - Tratamiento de semillas);Trigo, cebada;Exento;
TIODICARB;(Insecticida - Tratamiento de semillas);Algodón, maiz;Exento;
TIRAM;(Fungicida);Apio;3;
TIRAM;(Fungicida);Cereza;1;
TIRAM;(Fungicida);Ciruela;1;
TIRAM;(Fungicida);Damasco;3;
TIRAM;(Fungicida);Durazno;3;
TIRAM;(Fungicida);Frutilla;3;
TIRAM;(Fungicida);Manzana;2;
TIRAM;(Fungicida);Papa;0.1;
TIRAM;(Fungicida);Pera;2;
TIRAM;(Fungicida);Tomate;3;
TIRAM;(Fungicida);Uva (de mesa);5;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Alfalfa (forraje);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Algodón (semilla consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Arroz (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Arveja (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Batata;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Berenjena;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Brócoli;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Cardo;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Cebadilla criolla;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Cebolla (consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Céspedes;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Col;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Coliflor;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Espinaca;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Especies Forrajeras;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Garbanzo (Grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Girasol;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Gladiolo;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Jacinto;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Lechuga;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Lenteja (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Maíz (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Maíz dulce (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Maní (sin cáscara);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Melón;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Mostaza;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Nabo;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Narciso;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Papa;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Pepino;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Pimiento;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Poroto (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Remolacha (raíz);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Repollo;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Sandía;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Soja (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Sorgo (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Tomate;Exento;
TIRAM;(Fungicida - Tratamiento de semillas);Trigo (grano consumo);Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Zanahoria;Exento;
TIRAM;(Fungicida - Tratamiento de semillas)  ;Zapallo;Exento;
TOLCLOROS METIL;(Fungicida - Tratamiento de semillas)  ;;Exento;
TOLPYRALATE;(Herbicida);Maíz (grano consumo);0.01;
TOLYFLUANID;(Fungicida)  ;Cebolla (consumo);2;
TOLYFLUANID;(Fungicida)  ;Frutilla;2;
TOLYFLUANID;(Fungicida - Tratamiento de semillas)  ;Algodón, poroto, maní y soja;Exento;
TOPRAMEZONE;(Herbicida);Maíz (grano y aceite);0.01;
TOPRAMEZONE;(Herbicida);Caña de azúcar;0.01;
TRALKOXYDIM;(Herbicida);Cebada (forraje seco);0.02;
TRALKOXYDIM;(Herbicida);Cebada (grano consumo);0.02;
TRALKOXYDIM;(Herbicida);Trigo (forraje seco);0.02;
TRALKOXYDIM;(Herbicida);Trigo (grano consumo);0.02;
TRIADIMEFON;(Fungicida)  ;Avena (forraje);15;
TRIADIMEFON;(Fungicida)  ;Avena (grano consumo);0.1;
TRIADIMEFON;(Fungicida)  ;Cebada (forraje);15;
TRIADIMEFON;(Fungicida)  ;Cebada (grano consumo);0.5;
TRIADIMEFON;(Fungicida)  ;Centeno (forraje);15;
TRIADIMEFON;(Fungicida)  ;Centeno (grano consumo);0.1;
TRIADIMEFON;(Fungicida)  ;Céspedes;Exento;
TRIADIMEFON;(Fungicida)  ;Durazno;0.1;
TRIADIMEFON;(Fungicida)  ;Manzana;0.2;
TRIADIMEFON;(Fungicida)  ;Melón;0.2;
TRIADIMEFON;(Fungicida)  ;Pepino;0.1;
TRIADIMEFON;(Fungicida)  ;Pera;0.5;
TRIADIMEFON;(Fungicida)  ;Sandía;0.5;
TRIADIMEFON;(Fungicida)  ;Tomate;0.2;
TRIADIMEFON;(Fungicida)  ;Trigo (forraje);15;
TRIADIMEFON;(Fungicida)  ;Trigo (grano consumo);0.1;
TRIADIMEFON;(Fungicida)  ;Uva (de mesa);0.5;
TRIADIMEFON;(Fungicida)  ;Zapallo;0.5;
TRIADIMEFON;(Fungicida)  ;Crisantemo, clavel, rosal y ornamentales;Exento;
TRIADIMENOL;(Funguicida);Avena (grano consumo);0.2;
TRIADIMENOL;(Funguicida);Cebada (grano consumo);0.5;
TRIADIMENOL;(Funguicida);Trigo (grano consumo);0.2;
TRIADIMENOL;(Funguicida - Tratamiento de semillas);Trigo, cebada, avena, cebadilla criolla, fetuca y algodón;Exento;
TRIASULFURON;(Herbicida);Cebada (grano consumo);0.002;
TRIASULFURON;(Herbicida);Trigo (grano consumo);0.02;
TRIASULFURON;(Herbicida);Trigo (forraje);0.05;
TRIASULFURON;(Herbicida);Trigo (forraje seco);0.05;
TRIBROMO FENATO DE SODIO;(Preservador de madera);;Exento;
TRIBROMO FENOL;(Preservador de madera);;Exento;
TRIBUFOS;(Defoliante);Algodón;0.08;
TRICHODERMA;(Fungicida)  ;;Exento;
TRICLOPYR;(Herbicida)  ;Pastura de gramíneas;150;
TRIFENIL ACETATO DE ESTAÑO;(Fungicida)  ;Maní (sin cáscara);0.05;
TRIFENIL ACETATO DE ESTAÑO;(Fungicida)  ;Papa;0.05;
TRIFENIL ACETATO DE ESTAÑO;(Fungicida)  ;Poroto (grano consumo);0.05;
TRIFENIL ACETATO DE ESTAÑO;(Fungicida)  ;Remolacha (raíz);0.05;
TRIFLOXISTROBIN;(Fungicida)  ;Acelga;7;
TRIFLOXISTROBIN;(Fungicida)  ;Ajo (consumo);0.01;
TRIFLOXISTROBIN;(Fungicida)  ;Alcaucil;0.15;
TRIFLOXISTROBIN;(Fungicida)  ;Apio;9;
TRIFLOXISTROBIN;(Fungicida)  ;Arándano;1;
TRIFLOXISTROBIN;(Fungicida)  ;Avena (grano consumo);0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Cebada (grano consumo);0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Cebolla (consumo);0.01;
TRIFLOXISTROBIN;(Fungicida)  ;Ciruela;0.04;
TRIFLOXISTROBIN;(Fungicida)  ;Durazno;0.5;
TRIFLOXISTROBIN;(Fungicida)  ;Girasol (Grano consumo);0.02;
TRIFLOXISTROBIN;(Fungicida)  ;Lechuga;3;
TRIFLOXISTROBIN;(Fungicida)  ;Limón;0.02;
TRIFLOXISTROBIN;(Fungicida)  ;Maíz (grano consumo);0.02;
TRIFLOXISTROBIN;(Fungicida)  ;Maíz dulce;0.01;
TRIFLOXISTROBIN;(Fungicida)  ;Maní (sin cáscara);0.05;
TRIFLOXISTROBIN;(Fungicida)  ;Manzana;0.5;
TRIFLOXISTROBIN;(Fungicida)  ;Mandarina;0.3;
TRIFLOXISTROBIN;(Fungicida)  ;Melón;0.015;
TRIFLOXISTROBIN;(Fungicida)  ;Naranja;0.02;
TRIFLOXISTROBIN;(Fungicida)  ;Nectarín / Pelón;0.5;
TRIFLOXISTROBIN;(Fungicida)  ;Papa;0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Pimiento;0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Pomelo;0.02;
TRIFLOXISTROBIN;(Fungicida)  ; Pomelo (Aceite);10;
TRIFLOXISTROBIN;(Fungicida)  ;Poroto (grano consumo);0.1;
TRIFLOXISTROBIN;(Fungicida)  ;Puerro;2;
TRIFLOXISTROBIN;(Fungicida)  ;Remolacha (raíz);0.3;
TRIFLOXISTROBIN;(Fungicida)  ;Soja (grano consumo);0.05;
TRIFLOXISTROBIN;(Fungicida - Tratamiento de semillas );Soja (grano consumo);Exento;
TRIFLOXISTROBIN;(Fungicida)  ;Trigo (grano consumo);0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Tomate;0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Uva (de mesa);2;
TRIFLOXISTROBIN;(Fungicida)  ;Zanahoria;0.01;
TRIFLOXISTROBIN;(Fungicida)  ;Zapallito de tronco;0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Zapallo;0.2;
TRIFLOXISTROBIN;(Fungicida)  ;Florales y ornamentales ;Exento;
TRIFLOXISULFURON;(Herbicida);Algodón (aceite);0.01;
TRIFLOXISULFURON;(Herbicida);Algodón (semilla consumo);0.01;
TRIFLOXISULFURON;(Herbicida);Caña de azúcar (tallo fresco);0.01;
TRIFLUMURON;(Insecticida);Algodón (semilla consumo);0.01;
TRIFLUMURON;(Insecticida);Maíz (grano consumo);0.05;
TRIFLUMURON;(Insecticida);Soja (grano consumo);0.003;
TRIFLUMURON;(Insecticida);Tomate;0.02;
TRIFLURALINA;(Herbicida);Achicoria;0.05;
TRIFLURALINA;(Herbicida);Ají;0.05;
TRIFLURALINA;(Herbicida);Ajo (consumo);0.05;
TRIFLURALINA;(Herbicida);Alfalfa (forraje);0.05;
TRIFLURALINA;(Herbicida);Algodón (semilla consumo);0.05;
TRIFLURALINA;(Herbicida);Almendra;0.05;
TRIFLURALINA;(Herbicida);Apio;0.05;
TRIFLURALINA;(Herbicida);Arveja (grano consumo);0.05;
TRIFLURALINA;(Herbicida);Brócoli;0.05;
TRIFLURALINA;(Herbicida);Cártamo;0.05;
TRIFLURALINA;(Herbicida);Cereza;0.05;
TRIFLURALINA;(Herbicida);Chaucha;0.05;
TRIFLURALINA;(Herbicida);Ciruela;0.05;
TRIFLURALINA;(Herbicida);Coliflor;0.05;
TRIFLURALINA;(Herbicida);Colza (grano consumo);0.05;
TRIFLURALINA;(Herbicida);Durazno;0.05;
TRIFLURALINA;(Herbicida);Escarola;0.05;
TRIFLURALINA;(Herbicida);Cítricos en general;0.05;
TRIFLURALINA;(Herbicida);Girasol (Grano consumo);0.05;
TRIFLURALINA;(Herbicida);Endivia;0.5;
TRIFLURALINA;(Herbicida);Lechuga;0.05;
TRIFLURALINA;(Herbicida);Lenteja (grano consumo);0.05;
TRIFLURALINA;(Herbicida);Maní (sin cáscara);0.05;
TRIFLURALINA;(Herbicida);Manzana;0.05;
TRIFLURALINA;(Herbicida);Melón;0.05;
TRIFLURALINA;(Herbicida);Nuez;0.05;
TRIFLURALINA;(Herbicida);Pepino;0.05;
TRIFLURALINA;(Herbicida);Pera;0.05;
TRIFLURALINA;(Herbicida);Pimiento;0.05;
TRIFLURALINA;(Herbicida);Poroto (grano consumo);0.05;
TRIFLURALINA;(Herbicida);Radiccio;0.5;
TRIFLURALINA;(Herbicida);Remolacha (raíz);0.05;
TRIFLURALINA;(Herbicida);Repollito de Bruselas;0.05;
TRIFLURALINA;(Herbicida);Repollo;0.05;
TRIFLURALINA;(Herbicida);Sandía;0.05;
